respID,qID,altID,obsID,price,quantity,colorWB,material,setOptions,design,setOptions2,imageColorDesign,imageSetOption
137,1,2,1089,30,150,Black,Biodegradable Plastic,fk,Simple,"Individual package (a fork,a knife)",BlackSimple.jpg,fk.jpg
137,1,3,1089,25,50,Black,Plastic,fks,Simple,"Individual package (a fork,a knife,a spoon)",BlackSimple.jpg,fks.jpg
137,2,1,1090,30,50,Wood_color,Bamboo,f,Fancy,Individual package (only a fork inside),Wood_colorFancy.jpg,f.jpg
137,2,2,1090,20,150,White,Biodegradable Plastic,f,Simple,Individual package (only a fork inside),WhiteSimple.jpg,f.jpg
137,2,3,1090,30,50,Black,Plastic,fn,Fancy,"Individual package (a fork,a napkin)",BlackFancy.jpg,fn.jpg
137,3,1,1091,25,50,Wood_color,Bamboo,fks,Fancy,"Individual package (a fork,a knife,a spoon)",Wood_colorFancy.jpg,fks.jpg
137,3,2,1091,30,350,Black,Biodegradable Plastic,fk,Fancy,"Individual package (a fork,a knife)",BlackFancy.jpg,fk.jpg
137,3,3,1091,20,150,Black,Plastic,fk,Fancy,"Individual package (a fork,a knife)",BlackFancy.jpg,fk.jpg
137,4,1,1092,25,350,Wood_color,Bamboo,fn,Simple,"Individual package (a fork,a napkin)",Wood_colorSimple.jpg,fn.jpg
137,4,2,1092,25,50,Black,Biodegradable Plastic,f,Fancy,Individual package (only a fork inside),BlackFancy.jpg,f.jpg
137,4,3,1092,30,150,Black,Plastic,fk,Fancy,"Individual package (a fork,a knife)",BlackFancy.jpg,fk.jpg
137,5,1,1093,20,150,Wood_color,Bamboo,fn,Simple,"Individual package (a fork,a napkin)",Wood_colorSimple.jpg,fn.jpg
137,5,2,1093,25,50,Black,Biodegradable Plastic,fk,Simple,"Individual package (a fork,a knife)",BlackSimple.jpg,fk.jpg
137,5,3,1093,30,150,White,Plastic,fks,Simple,"Individual package (a fork,a knife,a spoon)",WhiteSimple.jpg,fks.jpg
137,6,1,1094,30,350,Wood_color,Bamboo,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",Wood_colorFancy.jpg,fkn.jpg
137,6,2,1094,30,50,White,Biodegradable Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",WhiteFancy.jpg,f_k_s.jpg
137,6,3,1094,25,150,White,Plastic,f,Simple,Individual package (only a fork inside),WhiteSimple.jpg,f.jpg
137,7,1,1095,30,350,Wood_color,Bamboo,fksn,Fancy,"Individual package (a fork,a knife, a spoon, a napkin)",Wood_colorFancy.jpg,fksn.jpg
137,7,2,1095,30,150,Black,Biodegradable Plastic,fks,Fancy,"Individual package (a fork,a knife,a spoon)",BlackFancy.jpg,fks.jpg
137,7,3,1095,25,150,White,Plastic,fk,Fancy,"Individual package (a fork,a knife)",WhiteFancy.jpg,fk.jpg
137,8,1,1096,20,150,Wood_color,Bamboo,fkn,Simple,"Individual package (a fork,a knife,a napkin)",Wood_colorSimple.jpg,fkn.jpg
137,8,2,1096,30,150,White,Biodegradable Plastic,fn,Simple,"Individual package (a fork,a napkin)",WhiteSimple.jpg,fn.jpg
137,8,3,1096,20,50,White,Plastic,f,Simple,Individual package (only a fork inside),WhiteSimple.jpg,f.jpg
138,1,1,1097,25,150,Wood_color,Bamboo,fks,Fancy,"Individual package (a fork,a knife,a spoon)",Wood_colorFancy.jpg,fks.jpg
138,1,2,1097,20,150,Black,Biodegradable Plastic,f,Simple,Individual package (only a fork inside),BlackSimple.jpg,f.jpg
138,1,3,1097,30,350,Black,Plastic,f,Fancy,Individual package (only a fork inside),BlackFancy.jpg,f.jpg
138,2,1,1098,25,350,Wood_color,Bamboo,fksn,Fancy,"Individual package (a fork,a knife, a spoon, a napkin)",Wood_colorFancy.jpg,fksn.jpg
138,2,2,1098,20,150,White,Biodegradable Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",WhiteFancy.jpg,f_k_s.jpg
138,2,3,1098,30,350,Black,Plastic,fk,Simple,"Individual package (a fork,a knife)",BlackSimple.jpg,fk.jpg
138,3,1,1099,20,350,Wood_color,Bamboo,fk,Fancy,"Individual package (a fork,a knife)",Wood_colorFancy.jpg,fk.jpg
138,3,2,1099,25,350,Black,Biodegradable Plastic,fn,Fancy,"Individual package (a fork,a napkin)",BlackFancy.jpg,fn.jpg
138,3,3,1099,20,150,Black,Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",BlackFancy.jpg,f_k_s.jpg
138,4,1,1100,20,150,Wood_color,Bamboo,fks,Fancy,"Individual package (a fork,a knife,a spoon)",Wood_colorFancy.jpg,fks.jpg
138,4,2,1100,20,50,Black,Biodegradable Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",BlackFancy.jpg,f_k_s.jpg
138,4,3,1100,20,50,Black,Plastic,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",BlackFancy.jpg,fkn.jpg
138,5,1,1101,25,150,Wood_color,Bamboo,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",Wood_colorFancy.jpg,fkn.jpg
138,5,2,1101,30,150,White,Biodegradable Plastic,fksn,Simple,"Individual package (a fork,a knife, a spoon, a napkin)",WhiteSimple.jpg,fksn.jpg
138,5,3,1101,30,50,White,Plastic,fks,Simple,"Individual package (a fork,a knife,a spoon)",WhiteSimple.jpg,fks.jpg
138,6,1,1102,25,350,Wood_color,Bamboo,fksn,Fancy,"Individual package (a fork,a knife, a spoon, a napkin)",Wood_colorFancy.jpg,fksn.jpg
138,6,2,1102,25,50,White,Biodegradable Plastic,fks,Simple,"Individual package (a fork,a knife,a spoon)",WhiteSimple.jpg,fks.jpg
138,6,3,1102,30,50,Black,Plastic,fksn,Fancy,"Individual package (a fork,a knife, a spoon, a napkin)",BlackFancy.jpg,fksn.jpg
138,7,1,1103,30,50,Wood_color,Bamboo,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",Wood_colorFancy.jpg,fkn.jpg
138,7,2,1103,20,50,White,Biodegradable Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",WhiteFancy.jpg,f_k_s.jpg
138,7,3,1103,25,50,White,Plastic,fn,Simple,"Individual package (a fork,a napkin)",WhiteSimple.jpg,fn.jpg
138,8,1,1104,20,50,Wood_color,Bamboo,fks,Simple,"Individual package (a fork,a knife,a spoon)",Wood_colorSimple.jpg,fks.jpg
138,8,2,1104,30,150,White,Biodegradable Plastic,fksn,Simple,"Individual package (a fork,a knife, a spoon, a napkin)",WhiteSimple.jpg,fksn.jpg
138,8,3,1104,25,50,White,Plastic,fkn,Simple,"Individual package (a fork,a knife,a napkin)",WhiteSimple.jpg,fkn.jpg
139,1,1,1105,20,150,Wood_color,Bamboo,fkn,Simple,"Individual package (a fork,a knife,a napkin)",Wood_colorSimple.jpg,fkn.jpg
139,1,2,1105,25,350,Black,Biodegradable Plastic,fkn,Simple,"Individual package (a fork,a knife,a napkin)",BlackSimple.jpg,fkn.jpg
139,1,3,1105,30,350,White,Plastic,fn,Simple,"Individual package (a fork,a napkin)",WhiteSimple.jpg,fn.jpg
139,2,1,1106,30,350,Wood_color,Bamboo,fk,Simple,"Individual package (a fork,a knife)",Wood_colorSimple.jpg,fk.jpg
139,2,2,1106,30,150,Black,Biodegradable Plastic,fn,Simple,"Individual package (a fork,a napkin)",BlackSimple.jpg,fn.jpg
139,2,3,1106,25,150,Black,Plastic,fk,Simple,"Individual package (a fork,a knife)",BlackSimple.jpg,fk.jpg
139,3,1,1107,25,50,Wood_color,Bamboo,f_k_s,Simple,"Bundle package (all forks, knives, spoons)",Wood_colorSimple.jpg,f_k_s.jpg
139,3,2,1107,20,50,White,Biodegradable Plastic,fk,Simple,"Individual package (a fork,a knife)",WhiteSimple.jpg,fk.jpg
139,3,3,1107,20,50,Black,Plastic,f_k_s,Simple,"Bundle package (all forks, knives, spoons)",BlackSimple.jpg,f_k_s.jpg
139,4,1,1108,30,50,Wood_color,Bamboo,fkn,Simple,"Individual package (a fork,a knife,a napkin)",Wood_colorSimple.jpg,fkn.jpg
139,4,2,1108,20,350,Black,Biodegradable Plastic,fks,Simple,"Individual package (a fork,a knife,a spoon)",BlackSimple.jpg,fks.jpg
139,4,3,1108,30,150,Black,Plastic,fkn,Simple,"Individual package (a fork,a knife,a napkin)",BlackSimple.jpg,fkn.jpg
139,5,1,1109,20,50,Wood_color,Bamboo,fks,Fancy,"Individual package (a fork,a knife,a spoon)",Wood_colorFancy.jpg,fks.jpg
139,5,2,1109,20,150,Black,Biodegradable Plastic,fksn,Fancy,"Individual package (a fork,a knife, a spoon, a napkin)",BlackFancy.jpg,fksn.jpg
139,5,3,1109,25,350,White,Plastic,fk,Fancy,"Individual package (a fork,a knife)",WhiteFancy.jpg,fk.jpg
139,6,1,1110,20,150,Wood_color,Bamboo,fn,Simple,"Individual package (a fork,a napkin)",Wood_colorSimple.jpg,fn.jpg
139,6,2,1110,25,350,White,Biodegradable Plastic,fk,Fancy,"Individual package (a fork,a knife)",WhiteFancy.jpg,fk.jpg
139,6,3,1110,25,150,White,Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",WhiteFancy.jpg,f_k_s.jpg
139,7,1,1111,20,150,Wood_color,Bamboo,fks,Simple,"Individual package (a fork,a knife,a spoon)",Wood_colorSimple.jpg,fks.jpg
139,7,2,1111,20,150,Black,Biodegradable Plastic,fn,Fancy,"Individual package (a fork,a napkin)",BlackFancy.jpg,fn.jpg
139,7,3,1111,25,350,Black,Plastic,fkn,Simple,"Individual package (a fork,a knife,a napkin)",BlackSimple.jpg,fkn.jpg
139,8,1,1112,20,50,Wood_color,Bamboo,fk,Simple,"Individual package (a fork,a knife)",Wood_colorSimple.jpg,fk.jpg
139,8,2,1112,25,50,Black,Biodegradable Plastic,fks,Simple,"Individual package (a fork,a knife,a spoon)",BlackSimple.jpg,fks.jpg
139,8,3,1112,20,150,Black,Plastic,fks,Simple,"Individual package (a fork,a knife,a spoon)",BlackSimple.jpg,fks.jpg
140,1,1,1113,25,350,Wood_color,Bamboo,fk,Simple,"Individual package (a fork,a knife)",Wood_colorSimple.jpg,fk.jpg
140,1,2,1113,25,350,Black,Biodegradable Plastic,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",BlackFancy.jpg,fkn.jpg
140,1,3,1113,30,50,White,Plastic,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",WhiteFancy.jpg,fkn.jpg
140,2,1,1114,25,50,Wood_color,Bamboo,fn,Fancy,"Individual package (a fork,a napkin)",Wood_colorFancy.jpg,fn.jpg
140,2,2,1114,30,50,White,Biodegradable Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",WhiteFancy.jpg,f_k_s.jpg
140,2,3,1114,25,350,White,Plastic,f,Simple,Individual package (only a fork inside),WhiteSimple.jpg,f.jpg
140,3,1,1115,25,50,Wood_color,Bamboo,fksn,Simple,"Individual package (a fork,a knife, a spoon, a napkin)",Wood_colorSimple.jpg,fksn.jpg
140,3,2,1115,25,350,White,Biodegradable Plastic,fksn,Simple,"Individual package (a fork,a knife, a spoon, a napkin)",WhiteSimple.jpg,fksn.jpg
140,3,3,1115,25,50,Black,Plastic,f,Simple,Individual package (only a fork inside),BlackSimple.jpg,f.jpg
140,4,1,1116,20,50,Wood_color,Bamboo,fn,Fancy,"Individual package (a fork,a napkin)",Wood_colorFancy.jpg,fn.jpg
140,4,2,1116,25,50,Black,Biodegradable Plastic,fn,Fancy,"Individual package (a fork,a napkin)",BlackFancy.jpg,fn.jpg
140,4,3,1116,25,150,White,Plastic,fkn,Simple,"Individual package (a fork,a knife,a napkin)",WhiteSimple.jpg,fkn.jpg
140,5,1,1117,20,50,Wood_color,Bamboo,fksn,Fancy,"Individual package (a fork,a knife, a spoon, a napkin)",Wood_colorFancy.jpg,fksn.jpg
140,5,2,1117,25,350,Black,Biodegradable Plastic,fn,Simple,"Individual package (a fork,a napkin)",BlackSimple.jpg,fn.jpg
140,5,3,1117,25,50,White,Plastic,fk,Fancy,"Individual package (a fork,a knife)",WhiteFancy.jpg,fk.jpg
140,6,1,1118,20,350,Wood_color,Bamboo,fks,Simple,"Individual package (a fork,a knife,a spoon)",Wood_colorSimple.jpg,fks.jpg
140,6,2,1118,25,350,White,Biodegradable Plastic,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",WhiteFancy.jpg,fkn.jpg
140,6,3,1118,25,150,Black,Plastic,fks,Fancy,"Individual package (a fork,a knife,a spoon)",BlackFancy.jpg,fks.jpg
140,7,1,1119,30,150,Wood_color,Bamboo,fn,Fancy,"Individual package (a fork,a napkin)",Wood_colorFancy.jpg,fn.jpg
140,7,2,1119,20,50,White,Biodegradable Plastic,f,Fancy,Individual package (only a fork inside),WhiteFancy.jpg,f.jpg
140,7,3,1119,30,50,White,Plastic,fk,Simple,"Individual package (a fork,a knife)",WhiteSimple.jpg,fk.jpg
140,8,1,1120,20,50,Wood_color,Bamboo,fk,Fancy,"Individual package (a fork,a knife)",Wood_colorFancy.jpg,fk.jpg
140,8,2,1120,30,350,Black,Biodegradable Plastic,f,Fancy,Individual package (only a fork inside),BlackFancy.jpg,f.jpg
140,8,3,1120,30,350,Black,Plastic,fkn,Simple,"Individual package (a fork,a knife,a napkin)",BlackSimple.jpg,fkn.jpg
141,1,1,1121,30,150,Wood_color,Bamboo,f,Fancy,Individual package (only a fork inside),Wood_colorFancy.jpg,f.jpg
141,1,2,1121,25,150,Black,Biodegradable Plastic,fksn,Simple,"Individual package (a fork,a knife, a spoon, a napkin)",BlackSimple.jpg,fksn.jpg
141,1,3,1121,30,350,White,Plastic,fn,Fancy,"Individual package (a fork,a napkin)",WhiteFancy.jpg,fn.jpg
141,2,1,1122,30,350,Wood_color,Bamboo,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",Wood_colorFancy.jpg,f_k_s.jpg
141,2,2,1122,25,150,Black,Biodegradable Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",BlackFancy.jpg,f_k_s.jpg
141,2,3,1122,25,50,White,Plastic,fk,Fancy,"Individual package (a fork,a knife)",WhiteFancy.jpg,fk.jpg
141,3,1,1123,30,350,Wood_color,Bamboo,fn,Fancy,"Individual package (a fork,a napkin)",Wood_colorFancy.jpg,fn.jpg
141,3,2,1123,30,50,White,Biodegradable Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",WhiteFancy.jpg,f_k_s.jpg
141,3,3,1123,30,350,White,Plastic,fk,Simple,"Individual package (a fork,a knife)",WhiteSimple.jpg,fk.jpg
141,4,1,1124,30,50,Wood_color,Bamboo,fk,Fancy,"Individual package (a fork,a knife)",Wood_colorFancy.jpg,fk.jpg
141,4,2,1124,20,350,Black,Biodegradable Plastic,fk,Fancy,"Individual package (a fork,a knife)",BlackFancy.jpg,fk.jpg
141,4,3,1124,25,350,White,Plastic,fks,Fancy,"Individual package (a fork,a knife,a spoon)",WhiteFancy.jpg,fks.jpg
141,5,1,1125,30,350,Wood_color,Bamboo,fks,Fancy,"Individual package (a fork,a knife,a spoon)",Wood_colorFancy.jpg,fks.jpg
141,5,2,1125,25,350,White,Biodegradable Plastic,fkn,Simple,"Individual package (a fork,a knife,a napkin)",WhiteSimple.jpg,fkn.jpg
141,5,3,1125,30,150,White,Plastic,f_k_s,Simple,"Bundle package (all forks, knives, spoons)",WhiteSimple.jpg,f_k_s.jpg
141,6,1,1126,25,150,Wood_color,Bamboo,fksn,Fancy,"Individual package (a fork,a knife, a spoon, a napkin)",Wood_colorFancy.jpg,fksn.jpg
141,6,2,1126,30,50,White,Biodegradable Plastic,fks,Fancy,"Individual package (a fork,a knife,a spoon)",WhiteFancy.jpg,fks.jpg
141,6,3,1126,25,50,White,Plastic,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",WhiteFancy.jpg,fkn.jpg
141,7,1,1127,25,50,Wood_color,Bamboo,fn,Fancy,"Individual package (a fork,a napkin)",Wood_colorFancy.jpg,fn.jpg
141,7,2,1127,25,150,Black,Biodegradable Plastic,fks,Fancy,"Individual package (a fork,a knife,a spoon)",BlackFancy.jpg,fks.jpg
141,7,3,1127,25,350,Black,Plastic,fkn,Simple,"Individual package (a fork,a knife,a napkin)",BlackSimple.jpg,fkn.jpg
141,8,1,1128,20,350,Wood_color,Bamboo,f_k_s,Simple,"Bundle package (all forks, knives, spoons)",Wood_colorSimple.jpg,f_k_s.jpg
141,8,2,1128,30,350,Black,Biodegradable Plastic,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",BlackFancy.jpg,fkn.jpg
141,8,3,1128,20,350,Black,Plastic,fn,Fancy,"Individual package (a fork,a napkin)",BlackFancy.jpg,fn.jpg
142,1,1,1129,25,150,Wood_color,Bamboo,fks,Simple,"Individual package (a fork,a knife,a spoon)",Wood_colorSimple.jpg,fks.jpg
142,1,2,1129,30,150,White,Biodegradable Plastic,fn,Simple,"Individual package (a fork,a napkin)",WhiteSimple.jpg,fn.jpg
142,1,3,1129,30,50,White,Plastic,fk,Simple,"Individual package (a fork,a knife)",WhiteSimple.jpg,fk.jpg
142,2,1,1130,30,50,Wood_color,Bamboo,fk,Fancy,"Individual package (a fork,a knife)",Wood_colorFancy.jpg,fk.jpg
142,2,2,1130,25,150,White,Biodegradable Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",WhiteFancy.jpg,f_k_s.jpg
142,2,3,1130,25,150,Black,Plastic,fksn,Simple,"Individual package (a fork,a knife, a spoon, a napkin)",BlackSimple.jpg,fksn.jpg
142,3,1,1131,25,150,Wood_color,Bamboo,f,Fancy,Individual package (only a fork inside),Wood_colorFancy.jpg,f.jpg
142,3,2,1131,20,350,Black,Biodegradable Plastic,fk,Simple,"Individual package (a fork,a knife)",BlackSimple.jpg,fk.jpg
142,3,3,1131,30,350,Black,Plastic,f,Simple,Individual package (only a fork inside),BlackSimple.jpg,f.jpg
142,4,1,1132,20,350,Wood_color,Bamboo,fk,Fancy,"Individual package (a fork,a knife)",Wood_colorFancy.jpg,fk.jpg
142,4,2,1132,20,150,White,Biodegradable Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",WhiteFancy.jpg,f_k_s.jpg
142,4,3,1132,20,150,White,Plastic,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",WhiteFancy.jpg,fkn.jpg
142,5,1,1133,25,50,Wood_color,Bamboo,fksn,Fancy,"Individual package (a fork,a knife, a spoon, a napkin)",Wood_colorFancy.jpg,fksn.jpg
142,5,2,1133,20,50,Black,Biodegradable Plastic,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",BlackFancy.jpg,fkn.jpg
142,5,3,1133,30,150,White,Plastic,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",WhiteFancy.jpg,fkn.jpg
142,6,1,1134,30,150,Wood_color,Bamboo,f,Simple,Individual package (only a fork inside),Wood_colorSimple.jpg,f.jpg
142,6,2,1134,20,150,Black,Biodegradable Plastic,fn,Simple,"Individual package (a fork,a napkin)",BlackSimple.jpg,fn.jpg
142,6,3,1134,30,50,White,Plastic,fn,Fancy,"Individual package (a fork,a napkin)",WhiteFancy.jpg,fn.jpg
142,7,1,1135,25,50,Wood_color,Bamboo,f_k_s,Simple,"Bundle package (all forks, knives, spoons)",Wood_colorSimple.jpg,f_k_s.jpg
142,7,2,1135,20,50,Black,Biodegradable Plastic,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",BlackFancy.jpg,fkn.jpg
142,7,3,1135,20,150,White,Plastic,fksn,Fancy,"Individual package (a fork,a knife, a spoon, a napkin)",WhiteFancy.jpg,fksn.jpg
142,8,1,1136,25,50,Wood_color,Bamboo,f,Fancy,Individual package (only a fork inside),Wood_colorFancy.jpg,f.jpg
142,8,2,1136,25,150,White,Biodegradable Plastic,f,Fancy,Individual package (only a fork inside),WhiteFancy.jpg,f.jpg
142,8,3,1136,30,350,White,Plastic,fks,Fancy,"Individual package (a fork,a knife,a spoon)",WhiteFancy.jpg,fks.jpg
143,1,1,1137,25,50,Wood_color,Bamboo,fk,Simple,"Individual package (a fork,a knife)",Wood_colorSimple.jpg,fk.jpg
143,1,2,1137,30,350,White,Biodegradable Plastic,fksn,Simple,"Individual package (a fork,a knife, a spoon, a napkin)",WhiteSimple.jpg,fksn.jpg
143,1,3,1137,20,350,White,Plastic,fks,Fancy,"Individual package (a fork,a knife,a spoon)",WhiteFancy.jpg,fks.jpg
143,2,1,1138,25,150,Wood_color,Bamboo,fk,Simple,"Individual package (a fork,a knife)",Wood_colorSimple.jpg,fk.jpg
143,2,2,1138,25,50,White,Biodegradable Plastic,f_k_s,Simple,"Bundle package (all forks, knives, spoons)",WhiteSimple.jpg,f_k_s.jpg
143,2,3,1138,25,50,White,Plastic,fks,Fancy,"Individual package (a fork,a knife,a spoon)",WhiteFancy.jpg,fks.jpg
143,3,1,1139,20,150,Wood_color,Bamboo,fn,Fancy,"Individual package (a fork,a napkin)",Wood_colorFancy.jpg,fn.jpg
143,3,2,1139,30,150,White,Biodegradable Plastic,fn,Fancy,"Individual package (a fork,a napkin)",WhiteFancy.jpg,fn.jpg
143,3,3,1139,25,150,White,Plastic,fk,Simple,"Individual package (a fork,a knife)",WhiteSimple.jpg,fk.jpg
143,4,1,1140,30,50,Wood_color,Bamboo,fks,Fancy,"Individual package (a fork,a knife,a spoon)",Wood_colorFancy.jpg,fks.jpg
143,4,2,1140,25,150,White,Biodegradable Plastic,fk,Fancy,"Individual package (a fork,a knife)",WhiteFancy.jpg,fk.jpg
143,4,3,1140,30,350,White,Plastic,f,Fancy,Individual package (only a fork inside),WhiteFancy.jpg,f.jpg
143,5,1,1141,25,150,Wood_color,Bamboo,fksn,Simple,"Individual package (a fork,a knife, a spoon, a napkin)",Wood_colorSimple.jpg,fksn.jpg
143,5,2,1141,25,350,Black,Biodegradable Plastic,f,Simple,Individual package (only a fork inside),BlackSimple.jpg,f.jpg
143,5,3,1141,30,150,Black,Plastic,fks,Fancy,"Individual package (a fork,a knife,a spoon)",BlackFancy.jpg,fks.jpg
143,6,1,1142,25,50,Wood_color,Bamboo,fkn,Simple,"Individual package (a fork,a knife,a napkin)",Wood_colorSimple.jpg,fkn.jpg
143,6,2,1142,20,50,Black,Biodegradable Plastic,fksn,Simple,"Individual package (a fork,a knife, a spoon, a napkin)",BlackSimple.jpg,fksn.jpg
143,6,3,1142,25,50,Black,Plastic,f,Fancy,Individual package (only a fork inside),BlackFancy.jpg,f.jpg
143,7,1,1143,20,350,Wood_color,Bamboo,fn,Fancy,"Individual package (a fork,a napkin)",Wood_colorFancy.jpg,fn.jpg
143,7,2,1143,20,350,White,Biodegradable Plastic,fk,Fancy,"Individual package (a fork,a knife)",WhiteFancy.jpg,fk.jpg
143,7,3,1143,25,350,Black,Plastic,fn,Simple,"Individual package (a fork,a napkin)",BlackSimple.jpg,fn.jpg
143,8,1,1144,25,50,Wood_color,Bamboo,fksn,Fancy,"Individual package (a fork,a knife, a spoon, a napkin)",Wood_colorFancy.jpg,fksn.jpg
143,8,2,1144,20,350,Black,Biodegradable Plastic,f,Fancy,Individual package (only a fork inside),BlackFancy.jpg,f.jpg
143,8,3,1144,20,350,Black,Plastic,f,Fancy,Individual package (only a fork inside),BlackFancy.jpg,f.jpg
144,1,1,1145,25,150,Wood_color,Bamboo,fkn,Simple,"Individual package (a fork,a knife,a napkin)",Wood_colorSimple.jpg,fkn.jpg
144,1,2,1145,25,150,White,Biodegradable Plastic,fksn,Simple,"Individual package (a fork,a knife, a spoon, a napkin)",WhiteSimple.jpg,fksn.jpg
144,1,3,1145,30,350,White,Plastic,fk,Simple,"Individual package (a fork,a knife)",WhiteSimple.jpg,fk.jpg
144,2,1,1146,25,350,Wood_color,Bamboo,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",Wood_colorFancy.jpg,f_k_s.jpg
144,2,2,1146,25,350,White,Biodegradable Plastic,f_k_s,Simple,"Bundle package (all forks, knives, spoons)",WhiteSimple.jpg,f_k_s.jpg
144,2,3,1146,30,50,Black,Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",BlackFancy.jpg,f_k_s.jpg
144,3,1,1147,30,50,Wood_color,Bamboo,f_k_s,Simple,"Bundle package (all forks, knives, spoons)",Wood_colorSimple.jpg,f_k_s.jpg
144,3,2,1147,20,150,White,Biodegradable Plastic,fn,Simple,"Individual package (a fork,a napkin)",WhiteSimple.jpg,fn.jpg
144,3,3,1147,30,350,Black,Plastic,fks,Fancy,"Individual package (a fork,a knife,a spoon)",BlackFancy.jpg,fks.jpg
144,4,1,1148,20,50,Wood_color,Bamboo,fn,Fancy,"Individual package (a fork,a napkin)",Wood_colorFancy.jpg,fn.jpg
144,4,2,1148,25,50,Black,Biodegradable Plastic,f,Fancy,Individual package (only a fork inside),BlackFancy.jpg,f.jpg
144,4,3,1148,20,350,White,Plastic,fn,Simple,"Individual package (a fork,a napkin)",WhiteSimple.jpg,fn.jpg
144,5,1,1149,30,350,Wood_color,Bamboo,fks,Simple,"Individual package (a fork,a knife,a spoon)",Wood_colorSimple.jpg,fks.jpg
144,5,2,1149,25,50,White,Biodegradable Plastic,fkn,Simple,"Individual package (a fork,a knife,a napkin)",WhiteSimple.jpg,fkn.jpg
144,5,3,1149,20,50,White,Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",WhiteFancy.jpg,f_k_s.jpg
144,6,1,1150,30,150,Wood_color,Bamboo,fks,Fancy,"Individual package (a fork,a knife,a spoon)",Wood_colorFancy.jpg,fks.jpg
144,6,2,1150,25,150,White,Biodegradable Plastic,fksn,Fancy,"Individual package (a fork,a knife, a spoon, a napkin)",WhiteFancy.jpg,fksn.jpg
144,6,3,1150,20,50,White,Plastic,fn,Simple,"Individual package (a fork,a napkin)",WhiteSimple.jpg,fn.jpg
144,7,1,1151,25,50,Wood_color,Bamboo,f,Simple,Individual package (only a fork inside),Wood_colorSimple.jpg,f.jpg
144,7,2,1151,20,350,White,Biodegradable Plastic,fkn,Fancy,"Individual package (a fork,a knife,a napkin)",WhiteFancy.jpg,fkn.jpg
144,7,3,1151,20,350,Black,Plastic,fkn,Simple,"Individual package (a fork,a knife,a napkin)",BlackSimple.jpg,fkn.jpg
144,8,1,1152,25,150,Wood_color,Bamboo,f_k_s,Simple,"Bundle package (all forks, knives, spoons)",Wood_colorSimple.jpg,f_k_s.jpg
144,8,2,1152,20,50,White,Biodegradable Plastic,fn,Fancy,"Individual package (a fork,a napkin)",WhiteFancy.jpg,fn.jpg
144,8,3,1152,30,50,White,Plastic,f,Simple,Individual package (only a fork inside),WhiteSimple.jpg,f.jpg
145,1,1,1153,30,150,Wood_color,Bamboo,fksn,Simple,"Individual package (a fork,a knife, a spoon, a napkin)",Wood_colorSimple.jpg,fksn.jpg
145,1,2,1153,20,350,White,Biodegradable Plastic,f_k_s,Fancy,"Bundle package (all forks, knives, spoons)",WhiteFancy.jpg,f_k_s.jpg
145,1,3,1153,30,150,Black,Plastic,fkn,Simple,"Individual package (a fork,a knife,a napkin)",BlackSimple.jpg,fkn.jpg
145,2,1,1154,30,50,Wood_color,Bamboo,fk,Simple,"Individual package (a fork,a knife)",Wood_colorSimple.jpg,fk.jpg
145,2,2,1154,30,350,White,Biodegradable Plastic,f,Simple,Individual package (only a fork inside),WhiteSimple.jpg,f.jpg
145,2,3,1154,30,50,Black,Plastic,f,Simple,Individual package (only a fork inside),BlackSimple.jpg,f.jpg
145,3,1,1155,25,350,Wood_color,Bamboo,fks,Fancy,"Individual package (a fork,a knife,a spoon)",Wood_colorFancy.jpg,fks.jpg
145,3,2,1155,30,350,Black,Biodegradable Plastic,fksn,Simple,"Individual package (a fork,a knife, a spoon, a napkin)",BlackSimple.jpg,fksn.jpg
